Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Target
3052,35,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,228571.4286,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,28571.42857,28571.42857,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
53,174,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1275862.069,22988.50575,58.0,97.86214794,171,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,64,11494.25287,11494.25287,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
8080,114721,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,2972.428762,61.01759922,19120.16667,45829.91893,112668,50,114721,38240.33333,65583.66767,113969,69,113265,56632.5,79246.16407,112668,597,0,0,0,0,92,72,34.86719955,26.15039967,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot,1
80,57507275,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.034778208,57500000.0,0.0,57500000,57500000,57500000,57500000.0,0.0,57500000,57500000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.034778208,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,113651,7,8,601,3348,389,0,85.8571428571,144.8993082241,1448,0,418.5,642.4742351699,34746.7246218687,131.9830005895,8117.9285714286,15606.8234409691,37195,1,76036,12672.6666666667,19278.5347437679,37741,48,76456,10922.2857142857,18101.1989263537,37600,1,0,0,0,0,236,264,61.5920669418,70.3909336477,0,1448,246.8125,482.5945460045,232897.495833333,0,0,0,1,0,0,0,0,1,263.2666666667,85.8571428571,418.5,236,0,0,0,0,0,0,7,601,8,3348,65535,62,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
22,1247570,41,42,2728,6634,456,0,66.53658537,110.1299454,976,0,157.952381,319.0798472,7504.188142,66.52933302,15214.26829,105864.5787,956331,1,1247570,31189.25,158660.9425,996827,1,291139,7100.95122,16622.74263,77267,1,0,0,0,0,1328,1360,32.8638874,33.66544563,0,976,111.452381,241.6156664,58378.13024,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
39052,64,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15625.0,15625.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,939,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,81939919,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,142.2627718,0.146448766,7449083.545,22900000.0,76300000,1,80300000,11500000.0,28600000.0,76300000,1,1619195,539731.6667,916585.3829,1598045,162,0,0,0,0,172,92,0.09763251,0.048816255,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4036894.0,0.0,4036894,4036894,76300000.0,0.0,76300000,76300000,DDoS,1
53,31039,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,5154.805245,128.8701311,10346.33333,17914.31283,31032,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.43506556,64.43506556,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
4585,47,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,1042553.191,85106.38298,15.66666667,25.40341184,45,1,47,23.5,31.81980515,46,1,0,0.0,0.0,0,0,0,0,0,0,60,20,63829.78723,21276.59574,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,946,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,5869131,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6815319,1956377.0,3387789.202,5868259,131,5869131,2934565.5,4148869.136,5868259,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.511148925,0.170382975,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS,1
15004,49,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,163265.3061,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,20408.16327,20408.16327,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
53,97427,1,1,43,141,43,43,43.0,0.0,141,141,141.0,0.0,1888.593511,20.52819034,97427.0,0.0,97427,97427,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.26409517,10.26409517,43,141,75.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,113.5,43.0,141.0,32,0,0,0,0,0,0,1,43,1,141,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,80351642,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,145.1494918,0.174234149,6180895.538,18900000.0,68300000,16,78700000,11200000.0,25500000.0,68300000,71,1643866,328773.2,734542.7056,1642763,16,0,0,0,0,172,132,0.099562371,0.074671778,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,888.0,0.0,888,888,39400000.0,41000000.0,68300000,10400000,DDoS,1
53,240114,2,2,64,136,32,32,32.0,0.0,68,68,68.0,0.0,832.9376879,16.65875376,80038.0,138625.5524,240109,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,8.329376879,8.329376879,32,68,46.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,58.0,32.0,68.0,64,0,0,0,0,0,0,2,64,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,196,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1040816.327,20408.16327,65.33333333,71.59143338,144,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10204.08163,10204.08163,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,99376061,7,7,391,11595,385,0,55.85714286,145.1555816,4344,0,1656.428571,1757.579003,120.6125487,0.140878999,7644312.385,27500000.0,99300000,1,99300000,16600000.0,40500000.0,99300000,1,65661,10943.5,21694.85837,54349,16,0,0,0,0,220,232,0.0704395,0.0704395,0,4344,799.0666667,1422.056884,2022245.781,0,0,0,0,1,0,0,0,1,856.1428571,55.85714286,1656.428571,220,0,0,0,0,0,0,7,391,7,11595,274,235,2,20,996.0,0.0,996,996,99300000.0,0.0,99300000,99300000,DoS Hulk,1
9502,55,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,109090.9091,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18181.81818,18181.81818,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,98829740,9,6,369,11595,369,0,41.0,123.0,4344,0,1932.5,1754.831473,121.0566779,0.151776176,7059267.143,26400000.0,98800000,0,98800000,12400000.0,34900000.0,98800000,0,11355,2271.0,3827.034557,8932,49,0,0,0,0,296,200,0.091065706,0.06071047,0,4344,747.75,1390.313754,1932972.333,0,0,0,0,1,0,0,0,0,797.6,41.0,1932.5,296,0,0,0,0,0,0,9,369,6,11595,251,235,1,32,1020.0,0.0,1020,1020,98800000.0,0.0,98800000,98800000,DoS Hulk,1
53,200,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,1880000.0,20000.0,66.66666667,109.4090185,193,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10000.0,10000.0,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,40,0,0,0,0,0,0,2,76,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,299286,11,7,532,3548,195,0,48.36363636,78.44268319,1735,0,506.8571429,750.7073173,13632.44522,60.14314067,17605.05882,19624.52748,43821,3,299286,29928.6,29000.30837,87509,3,248830,41471.66667,48062.19788,124026,3,0,0,0,0,360,232,36.75414152,23.38899915,0,1735,214.7368421,493.8979699,243935.2047,0,0,0,1,0,0,0,0,0,226.6666667,48.36363636,506.8571429,360,0,0,0,0,0,0,11,532,7,3548,29200,23,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,47114,1,1,47,127,47,47,47.0,0.0,127,127,127.0,0.0,3693.169758,42.45022711,47114.0,0.0,47114,47114,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.22511355,21.22511355,47,127,73.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,110.5,47.0,127.0,20,0,0,0,0,0,0,1,47,1,127,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,24025,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16649.3236212279,166.4932362123,8008.3333333333,13864.7780484699,24018,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,83.2466181061,83.2466181061,36,164,87.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,33285,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,14901927,11,12,1218,4240,501,0,110.7272727273,167.3302667834,1448,0,353.3333333333,591.8946978419,366.2613566688,1.5434245517,677360.318181818,3150929.81747853,14784694,1,117233,11723.3,11733.759585534,26301,16,14878705,1352609.54545455,4454960.01899059,14784760,1,0,0,0,0,364,380,0.7381595682,0.8052649835,0,1448,227.4166666667,443.576660368,196760.253623188,0,0,0,1,0,0,0,0,1,237.3043478261,110.7272727273,353.3333333333,364,0,0,0,0,0,0,11,1218,12,4240,65535,5598,6,32,117233.0,0.0,117233,117233,14784694.0,0.0,14784694,14784694,BENIGN,0
5544,11,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,727272.7273,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,90909.09091,90909.09091,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,98287027,7,6,342,11595,336,0,48.85714286,126.6378413,4344,0,1932.5,1977.812908,121.4504128,0.132265675,8190585.583,28400000.0,98200000,0,98200000,16400000.0,40100000.0,98200000,0,49716,9943.2,16595.08005,38407,54,0,0,0,0,220,200,0.071219979,0.061045696,0,4344,852.6428571,1566.500048,2453922.401,0,0,0,0,1,0,0,0,0,918.2307692,48.85714286,1932.5,220,0,0,0,0,0,0,7,342,6,11595,251,235,2,20,2033.0,0.0,2033,2033,98200000.0,0.0,98200000,98200000,DoS Hulk,1
53,196,2,2,90,146,45,45,45.0,0.0,73,73,73.0,0.0,1204081.633,20408.16327,65.33333333,29.16047553,99,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,10204.08163,10204.08163,45,73,56.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,70.25,45.0,73.0,64,0,0,0,0,0,0,2,90,2,146,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
63943,27941,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,107.3690991733,13970.5,19642.7192745811,27860,81,27941,27941.0,0.0,27941,27941,0,0.0,0.0,0,0,0,0,0,0,76,32,71.5793994488,35.7896997244,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,64,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
8080,72116,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4714.626435,97.06583837,12019.33333,28299.11127,69778,50,72116,24038.66667,41110.43324,71508,50,70424,35212.0,48883.706,69778,646,0,0,0,0,92,72,55.46619336,41.59964502,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot,1
57558,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.0952380952,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,47619.0476190476,47619.0476190476,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,65,248,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,60268484,8,6,1251,3993,837,0,156.375,288.2151663998,1460,0,665.5,667.7852199622,87.0106505417,0.2322938802,4636037.23076923,16626161.2894646,59971158,40,60268484,8609783.42857143,22648265.6576508,59971158,324,202899,40579.8,36918.5134546341,68257,48,0,0,0,0,172,132,0.1327393601,0.0995545201,0,1460,349.6,523.096931744,273630.4,0,0,0,1,0,0,0,0,0,374.5714285714,156.375,665.5,172,0,0,0,0,0,0,8,1251,6,3993,8192,509,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,63082259,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110966223,10500000.0,11900000.0,32000000,998477,63100000,10500000.0,11900000.0,32000000,998477,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110966223,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010450.0,0.0,7010450,7010450,18700000.0,12200000.0,32000000,8007952,DoS Slowhttptest,1
80,5052718,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.791653126,1684239.333,2916418.214,5051829,163,5052718,2526359.0,3571553.925,5051829,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.593739845,0.197913282,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force,1
81,34,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,235294.1176,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,29411.76471,29411.76471,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,99999895,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000168,0.040000042,33300000.0,57700000.0,100000000,98,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000021,0.020000021,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,98.0,0.0,98,98,100000000.0,0.0,100000000,100000000,DoS slowloris,1
80,8033800,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.734222908,0.622370485,2008450.0,4016239.36,8032809,1,8033800,2008450.0,4016239.36,8032809,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.622370485,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,991.0,0.0,991,991,8032809.0,0.0,8032809,8032809,DDoS,1
80,10388876,5,4,287,3525,287,0,57.4,128.3503019,3525,0,881.25,1762.5,366.9309365,0.866311235,1298609.5,2406017.863,5384853,32,5387186,1346796.5,2692967.67,5386248,201,10400000,3462948.0,3004394.799,5384853,776,0,0,0,0,168,136,0.48128402,0.385027216,0,3525,381.2,1108.294967,1228317.733,0,0,0,1,0,0,0,0,0,423.5555556,57.4,881.25,168,0,0,0,0,0,0,5,287,4,3525,29200,235,1,32,808.0,0.0,808,808,5384853.0,0.0,5384853,5384853,DoS GoldenEye,1
53,206,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1572815.53398058,19417.4757281553,68.6666666667,78.0790198026,155,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,9708.7378640777,9708.7378640777,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
53,163,2,2,106,268,53,53,53.0,0.0,134,134,134.0,0.0,2294478.528,24539.8773,54.33333333,88.04733575,156,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12269.93865,12269.93865,53,134,85.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,106.75,53.0,134.0,64,0,0,0,0,0,0,2,106,2,268,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,166329,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.02436136,166329.0,0.0,166329,166329,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.012180678,6.012180678,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,240,31,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
443,5440697,9,8,704,5196,517,0,78.22222222,169.2769755,1460,0,649.5,695.3673233,1084.419882,3.124599661,340043.5625,1305394.165,5234828,2,5440697,680087.125,1840637.121,5234828,2,121129,17304.14286,18579.37308,40606,48,0,0,0,0,192,168,1.65419982,1.47039984,0,1460,327.7777778,548.2576204,300586.4183,0,0,0,1,0,0,0,0,0,347.0588235,78.22222222,649.5,192,0,0,0,0,0,0,9,704,8,5196,8192,5023,8,20,205867.0,0.0,205867,205867,5234828.0,0.0,5234828,5234828,BENIGN,0
80,83871176,10,6,650,11595,325,0,65.0,137.0320319,5792,0,1932.5,2181.008184,145.9977144,0.190768757,5591411.733,21500000.0,83500000,1,83700000,9301850.222,27800000.0,83500000,1,382484,76496.8,107824.9526,228024,46,0,0,0,0,328,200,0.119230473,0.071538284,0,5792,720.2941176,1532.615606,2348910.596,0,0,0,0,1,0,0,0,0,765.3125,65.0,1932.5,328,0,0,0,0,0,0,10,650,6,11595,274,235,2,32,1002.0,0.0,1002,1002,83500000.0,0.0,83500000,83500000,DoS Hulk,1
42510,39,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,205128.2051,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,25641.02564,25641.02564,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,99648951,11,6,1077,11595,359,0,97.90909091,167.6886726,5792,0,1932.5,2181.008184,127.1664164,0.170598886,6228059.438,24800000.0,99100000,1,99500000,9951920.0,31300000.0,99100000,1,554694,110938.8,184282.8986,424995,9,0,0,0,0,360,200,0.110387514,0.060211371,0,5792,704.0,1488.32468,2215110.353,0,0,0,0,1,0,0,0,0,745.4117647,97.90909091,1932.5,360,0,0,0,0,0,0,11,1077,6,11595,274,235,3,32,1988.0,0.0,1988,1988,99100000.0,0.0,99100000,99100000,DoS Hulk,1
80,4067566,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.9003345,0.983389083,1355855.333,2347882.05,4066956,294,4067566,1355855.333,2347882.05,4066956,294,0,0.0,0.0,0,0,0,0,0,0,80,0,0.983389083,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,115114011,16,15,511,1498,433,0,31.9375,106.9694466,746,0,99.86666667,262.3339929,17.45226304,0.269298235,3837133.7,4824532.126,10000000,52,115000000,7674267.4,4148498.313,10000000,600,110000000,7892050.357,4221384.655,10000000,20516,0,0,0,0,344,444,0.138992637,0.130305598,0,746,62.78125,194.6790136,37899.91835,0,0,0,1,0,0,0,0,0,64.80645161,31.9375,99.86666667,344,0,0,0,0,0,0,16,511,15,1498,8192,343,14,20,64860.27273,94474.67235,349712,36273,9979591.182,78128.52697,10000000,9744252,BENIGN,0
80,192730,1,3,0,1983,0,0,0.0,0.0,1983,0,661.0,1144.885584,10289.00534,20.75442329,64243.33333,76875.37955,149421,12,0,0.0,0.0,0,0,149433,74716.5,105648.1171,149421,12,0,0,0,0,32,96,5.188605822,15.56581746,0,1983,396.6,886.8245599,786457.8,0,0,0,0,1,1,0,0,3,495.75,0.0,661.0,32,0,0,0,0,0,0,1,0,3,1983,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest,1
55419,27099,5,1,420,6,301,6,84.0,124.0947219,6,6,6.0,0.0,15720.13727,221.4103841,5419.8,7908.14771,17456,4,27099,6774.75,8445.042782,17456,4,0,0.0,0.0,0,0,1,0,0,0,100,20,184.5086535,36.90173069,6,301,103.8571429,136.6326322,18668.47619,0,1,0,0,1,0,0,0,0,121.1666667,84.0,6.0,100,0,0,0,0,0,0,5,420,1,6,343,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
1010,73,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,109589.0411,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13698.63014,13698.63014,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,1
80,5320599,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.255385155,0.751795052,1773533.0,3043753.543,5288107,34,5320599,2660299.5,3716281.006,5288107,32492,0,0.0,0.0,0,0,0,0,0,0,72,28,0.563846289,0.187948763,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0
80,98490740,7,6,349,11595,343,0,49.85714286,129.2831886,5792,0,1932.5,2181.008184,121.2702839,0.131992104,8207561.667,28400000.0,98400000,3,98400000,16400000.0,40200000.0,98400000,3,72543,14508.6,26077.80768,60235,46,0,0,0,0,220,200,0.071072671,0.060919433,0,5792,853.1428571,1666.85027,2778389.824,0,0,0,0,1,0,0,0,0,918.7692308,49.85714286,1932.5,220,0,0,0,0,0,0,7,349,6,11595,251,235,2,20,967.0,0.0,967,967,98400000.0,0.0,98400000,98400000,DoS Hulk,1
22,11720755,23,27,1832,2585,640,0,79.65217391,138.4480896,976,0,95.74074074,238.4526388,376.8528563,4.265936793,239199.0816,686265.6014,2564321,22,11700000,532761.5909,990288.6578,2609673,415,11600000,446921.4231,899221.0343,2564321,49,0,0,0,0,744,872,1.962330925,2.303605868,0,976,86.60784314,195.494765,38218.20314,0,0,0,1,0,0,0,0,1,88.34,79.65217391,95.74074074,744,0,0,0,0,0,0,23,1832,27,2585,29200,247,14,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator,1
